"Subject"	"Gender"	"Age_group"	"Condition"	"Game"	"Team"	"Phase"	"Time"	"Change"	"z.time"	"num.phase"	"change.hip"	"Change.diff"
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	6	0.0496863928571428	-0.730205221722801	1.28464630659364	-1.14803137355913	0.0906206249999999
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	7	0.0455930714285714	-0.547653916292101	1.28464630659364	-1.14669929864743	0.08648275
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	8	0.04790175	-0.3651026108614	1.28464630659364	-1.05331417361461	0.085668
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	9	0.039641125	-0.1825513054307	1.28464630659364	-0.383562924940061	0.055006375
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	10	0.041567	0	1.28464630659364	-0.942869947347758	0.07563925
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	11	0.0491330937500001	0.1825513054307	1.28464630659364	-0.68713131851673	0.0746517187500001
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	12	0.0467926875	0.3651026108614	1.28464630659364	-0.811646420253761	0.0764759375
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	13	0.0192481875000001	0.547653916292101	1.28464630659364	-0.0326207153049622	0.0228755625
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	14	-0.00535512500000002	0.730205221722801	1.28464630659364	0.177033460558529	-0.00874000000000003
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	15	-0.00619249999999999	0.912756527153501	1.28464630659364	0.179982177888135	-0.00967599999999999
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	16	-0.0135585	1.0953078325842	1.28464630659364	-0.00121257786768135	-0.010981625
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	17	-0.00145375000000003	1.2778591380149	1.28464630659364	-0.0597907723217496	0.00308237499999996
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	18	0.01636025	1.4604104434456	1.28464630659364	0.638367574479978	-0.00245475
"238463"	"male"	"5y"	"E1_help"	"Deco"	"Chr_Han"	"Test3"	19	0.00860500000000003	1.6429617488763	1.28464630659364	0.639174827893407	-0.010237
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	1	-0.0584481666666666	-1.6429617488763	0.403026292264673	-1.63132505828962	-0.00134933333333331
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	2	-0.0385595833333334	-1.4604104434456	0.403026292264673	-1.79929605635478	0.0241573333333333
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	3	-0.01321725	-1.2778591380149	0.403026292264673	-1.01258524907968	0.02318675
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	4	-0.00331541666666668	-1.0953078325842	0.403026292264673	-1.06140913145483	0.0347215833333333
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	5	0.00603916666666671	-0.912756527153501	0.403026292264673	-1.03445583692868	0.0431746666666667
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	6	0.00577125000000001	-0.730205221722801	0.403026292264673	-1.34691896719035	0.053357625
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	7	0.00320837499999999	-0.547653916292101	0.403026292264673	-1.38062179720099	0.051922
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	8	0.00704749999999998	-0.3651026108614	0.403026292264673	-1.32227157709053	0.0538094999999999
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	9	0.0139397500000001	-0.1825513054307	0.403026292264673	-1.0429880570345	0.051360625
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	10	0.020832	0	0.403026292264673	-0.763704536978478	0.04891175
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	11	0.028331125	0.1825513054307	0.403026292264673	-0.378753040018383	0.0435355
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	12	0.02592375	0.3651026108614	0.403026292264673	-0.374055273626348	0.040971
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	13	0.024830375	0.547653916292101	0.403026292264673	-0.373969316086954	0.03987475
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	14	0.0125732083333333	0.730205221722801	0.403026292264673	-0.731046900816396	0.0395606666666667
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	15	0.0168281666666667	0.912756527153501	0.403026292264673	-0.641567593831315	0.0408228333333333
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	16	0.0145545	1.0953078325842	0.403026292264673	-0.736231759931659	0.041715375
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	17	0.02223475	1.2778591380149	0.403026292264673	-0.907675940892866	0.055129875
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	18	0.02421825	1.4604104434456	0.403026292264673	-1.19562248600596	0.06674425
"238463"	"male"	"5y"	"Child_help"	"Tower"	"Chr_Han"	"Test4"	19	0.0146845	1.6429617488763	0.403026292264673	-1.99288987572765	0.0838765
